datetime,season,yr,mnth,hr,holiday,weekday,weathersit,temp,hum,windspeed,cnt
2011-03-26 20:00:00,1,0,3,20,0,5,2.0,0.28,0.45,0.2537,85.0
2011-03-26 21:00:00,1,0,3,21,0,5,2.0,0.26,0.44,0.194,51.0
2011-03-26 22:00:00,1,0,3,22,0,5,2.0,0.28,0.41,0.2239,63.0
2011-03-26 23:00:00,1,0,3,23,0,5,2.0,0.26,0.44,0.2836,41.0
2011-03-27 00:00:00,1,0,3,0,0,6,2.0,0.26,0.41,0.1642,31.0
2011-03-27 01:00:00,1,0,3,1,0,6,2.0,0.24,0.52,0.194,20.0
2011-03-27 02:00:00,1,0,3,2,0,6,3.0,0.22,0.55,0.194,21.0
2011-03-27 03:00:00,1,0,3,3,0,6,3.0,0.2,0.69,0.2239,14.0
2011-03-27 04:00:00,1,0,3,4,0,6,3.0,0.18,0.74,0.1642,6.0
2011-03-27 05:00:00,1,0,3,5,0,6,,,,,0.0
2011-03-27 06:00:00,1,0,3,6,0,6,3.0,0.16,0.86,0.1343,2.0
2011-03-27 07:00:00,1,0,3,7,0,6,3.0,0.16,0.86,0.1642,7.0
2011-03-27 08:00:00,1,0,3,8,0,6,1.0,0.2,0.69,0.2239,14.0
2011-03-27 09:00:00,1,0,3,9,0,6,1.0,0.22,0.55,0.1343,54.0
2011-03-27 10:00:00,1,0,3,10,0,6,2.0,0.22,0.55,0.2239,86.0
2011-03-27 11:00:00,1,0,3,11,0,6,2.0,0.24,0.48,0.1642,108.0
2011-03-27 12:00:00,1,0,3,12,0,6,2.0,0.26,0.44,0.2239,163.0
2011-03-27 13:00:00,1,0,3,13,0,6,1.0,0.3,0.39,0.2239,147.0
2011-03-27 14:00:00,1,0,3,14,0,6,1.0,0.32,0.36,0.1642,164.0
2011-03-27 15:00:00,1,0,3,15,0,6,1.0,0.32,0.36,0.2836,172.0
2011-03-27 16:00:00,1,0,3,16,0,6,1.0,0.34,0.34,0.0,143.0
2011-03-27 17:00:00,1,0,3,17,0,6,1.0,0.32,0.31,0.2537,159.0
2011-03-27 18:00:00,1,0,3,18,0,6,1.0,0.3,0.33,0.194,137.0
2011-03-27 19:00:00,1,0,3,19,0,6,1.0,0.3,0.31,0.2239,103.0
2011-03-27 20:00:00,1,0,3,20,0,6,1.0,0.28,0.36,0.1642,57.0
2011-03-27 21:00:00,1,0,3,21,0,6,1.0,0.26,0.41,0.1642,36.0
2011-03-27 22:00:00,1,0,3,22,0,6,1.0,0.26,0.41,0.1642,30.0
2011-03-27 23:00:00,1,0,3,23,0,6,1.0,0.26,0.44,0.194,19.0
2011-03-28 00:00:00,1,0,3,0,0,0,1.0,0.22,0.55,0.194,12.0
2011-03-28 01:00:00,1,0,3,1,0,0,1.0,0.22,0.44,0.194,6.0
2011-03-28 02:00:00,1,0,3,2,0,0,1.0,0.22,0.44,0.1642,5.0
2011-03-28 03:00:00,1,0,3,3,0,0,1.0,0.22,0.44,0.1642,2.0
2011-03-28 04:00:00,1,0,3,4,0,0,,,,,0.0
2011-03-28 05:00:00,1,0,3,5,0,0,1.0,0.18,0.43,0.194,8.0
2011-03-28 06:00:00,1,0,3,6,0,0,1.0,0.18,0.34,0.2836,40.0
2011-03-28 07:00:00,1,0,3,7,0,0,1.0,0.2,0.32,0.3284,110.0
2011-03-28 08:00:00,1,0,3,8,0,0,1.0,0.2,0.34,0.2239,254.0
2011-03-28 09:00:00,1,0,3,9,0,0,2.0,0.22,0.32,0.2239,121.0
2011-03-28 10:00:00,1,0,3,10,0,0,1.0,0.24,0.3,0.194,69.0
2011-03-28 11:00:00,1,0,3,11,0,0,2.0,0.26,0.3,0.2836,57.0
2011-03-28 12:00:00,1,0,3,12,0,0,2.0,0.26,0.25,0.0,79.0
2011-03-28 13:00:00,1,0,3,13,0,0,2.0,0.3,0.24,0.2239,83.0
2011-03-28 14:00:00,1,0,3,14,0,0,1.0,0.32,0.22,0.2239,80.0
2011-03-28 15:00:00,1,0,3,15,0,0,1.0,0.32,0.24,0.2836,72.0
2011-03-28 16:00:00,1,0,3,16,0,0,1.0,0.34,0.23,0.2239,132.0
2011-03-28 17:00:00,1,0,3,17,0,0,1.0,0.34,0.23,0.2985,252.0
2011-03-28 18:00:00,1,0,3,18,0,0,1.0,0.32,0.21,0.2836,241.0
2011-03-28 19:00:00,1,0,3,19,0,0,1.0,0.3,0.22,0.1343,173.0
2011-03-28 20:00:00,1,0,3,20,0,0,1.0,0.32,0.22,0.1045,112.0
2011-03-28 21:00:00,1,0,3,21,0,0,1.0,0.32,0.21,0.1343,61.0
2011-03-28 22:00:00,1,0,3,22,0,0,1.0,0.3,0.22,0.2239,40.0
2011-03-28 23:00:00,1,0,3,23,0,0,1.0,0.28,0.24,0.2985,19.0
2011-03-29 00:00:00,1,0,3,0,0,1,1.0,0.26,0.28,0.3284,16.0
2011-03-29 01:00:00,1,0,3,1,0,1,1.0,0.24,0.32,0.2985,4.0
2011-03-29 02:00:00,1,0,3,2,0,1,1.0,0.24,0.32,0.2985,3.0
2011-03-29 03:00:00,1,0,3,3,0,1,1.0,0.24,0.32,0.2985,3.0
2011-03-29 04:00:00,1,0,3,4,0,1,1.0,0.2,0.44,0.1642,2.0
2011-03-29 05:00:00,1,0,3,5,0,1,1.0,0.22,0.37,0.2537,8.0
2011-03-29 06:00:00,1,0,3,6,0,1,1.0,0.22,0.41,0.2985,50.0
2011-03-29 07:00:00,1,0,3,7,0,1,1.0,0.22,0.41,0.3582,133.0
2011-03-29 08:00:00,1,0,3,8,0,1,1.0,0.24,0.35,0.3582,287.0
2011-03-29 09:00:00,1,0,3,9,0,1,1.0,0.28,0.28,0.3881,172.0
2011-03-29 10:00:00,1,0,3,10,0,1,1.0,0.3,0.24,0.2985,59.0
2011-03-29 11:00:00,1,0,3,11,0,1,2.0,0.34,0.25,0.3881,81.0
2011-03-29 12:00:00,1,0,3,12,0,1,1.0,0.34,0.25,0.1642,106.0
2011-03-29 13:00:00,1,0,3,13,0,1,1.0,0.34,0.25,0.2985,104.0
2011-03-29 14:00:00,1,0,3,14,0,1,1.0,0.36,0.25,0.2537,86.0
2011-03-29 15:00:00,1,0,3,15,0,1,1.0,0.38,0.25,0.2239,87.0
2011-03-29 16:00:00,1,0,3,16,0,1,1.0,0.38,0.22,0.1642,136.0
2011-03-29 17:00:00,1,0,3,17,0,1,1.0,0.4,0.2,0.1343,299.0
2011-03-29 18:00:00,1,0,3,18,0,1,1.0,0.36,0.21,0.0896,294.0
2011-03-29 19:00:00,1,0,3,19,0,1,1.0,0.34,0.23,0.194,190.0
2011-03-29 20:00:00,1,0,3,20,0,1,1.0,0.36,0.21,0.0896,132.0
2011-03-29 21:00:00,1,0,3,21,0,1,1.0,0.34,0.42,0.0,83.0
2011-03-29 22:00:00,1,0,3,22,0,1,1.0,0.34,0.49,0.0,55.0
2011-03-29 23:00:00,1,0,3,23,0,1,2.0,0.32,0.57,0.1045,35.0
2011-03-30 00:00:00,1,0,3,0,0,2,2.0,0.32,0.57,0.0,11.0
2011-03-30 01:00:00,1,0,3,1,0,2,1.0,0.32,0.39,0.0,10.0
2011-03-30 02:00:00,1,0,3,2,0,2,2.0,0.32,0.57,0.0,4.0
2011-03-30 03:00:00,1,0,3,3,0,2,2.0,0.32,0.49,0.0,4.0
2011-03-30 04:00:00,1,0,3,4,0,2,2.0,0.32,0.57,0.0,1.0
2011-03-30 05:00:00,1,0,3,5,0,2,2.0,0.3,0.56,0.194,7.0
2011-03-30 06:00:00,1,0,3,6,0,2,2.0,0.3,0.49,0.1343,48.0
2011-03-30 07:00:00,1,0,3,7,0,2,2.0,0.32,0.45,0.1045,136.0
2011-03-30 08:00:00,1,0,3,8,0,2,2.0,0.32,0.49,0.1642,263.0
2011-03-30 09:00:00,1,0,3,9,0,2,2.0,0.32,0.45,0.2239,154.0
2011-03-30 10:00:00,1,0,3,10,0,2,2.0,0.34,0.46,0.2239,64.0
2011-03-30 11:00:00,1,0,3,11,0,2,2.0,0.34,0.46,0.2537,90.0
2011-03-30 12:00:00,1,0,3,12,0,2,2.0,0.34,0.46,0.1642,80.0
2011-03-30 13:00:00,1,0,3,13,0,2,2.0,0.36,0.46,0.2239,98.0
2011-03-30 14:00:00,1,0,3,14,0,2,2.0,0.36,0.46,0.2985,80.0
2011-03-30 15:00:00,1,0,3,15,0,2,3.0,0.28,0.81,0.2985,70.0
2011-03-30 16:00:00,1,0,3,16,0,2,3.0,0.28,0.87,0.2537,36.0
2011-03-30 17:00:00,1,0,3,17,0,2,3.0,0.26,0.93,0.1045,116.0
2011-03-30 18:00:00,1,0,3,18,0,2,2.0,0.26,0.93,0.2239,85.0
2011-03-30 19:00:00,1,0,3,19,0,2,2.0,0.26,0.93,0.2239,72.0
2011-03-30 20:00:00,1,0,3,20,0,2,3.0,0.24,0.93,0.2985,44.0
2011-03-30 21:00:00,1,0,3,21,0,2,2.0,0.24,0.93,0.2537,27.0
2011-03-30 22:00:00,1,0,3,22,0,2,3.0,0.24,0.93,0.2239,24.0
2011-03-30 23:00:00,1,0,3,23,0,2,3.0,0.24,0.93,0.2836,12.0
2011-03-31 00:00:00,1,0,3,0,0,3,3.0,0.24,0.93,0.2239,3.0
2011-03-31 01:00:00,1,0,3,1,0,3,3.0,0.24,0.93,0.194,5.0
2011-03-31 02:00:00,1,0,3,2,0,3,3.0,0.24,0.93,0.194,5.0
2011-03-31 03:00:00,1,0,3,3,0,3,3.0,0.24,0.93,0.2239,1.0
2011-03-31 04:00:00,1,0,3,4,0,3,3.0,0.24,0.93,0.2537,2.0
2011-03-31 05:00:00,1,0,3,5,0,3,3.0,0.24,0.93,0.2239,8.0
2011-03-31 06:00:00,1,0,3,6,0,3,3.0,0.24,0.93,0.2985,36.0
2011-03-31 07:00:00,1,0,3,7,0,3,3.0,0.24,0.93,0.2537,92.0
2011-03-31 08:00:00,1,0,3,8,0,3,2.0,0.24,1.0,0.2537,192.0
2011-03-31 09:00:00,1,0,3,9,0,3,3.0,0.26,0.93,0.2537,132.0
2011-03-31 10:00:00,1,0,3,10,0,3,3.0,0.26,0.93,0.2537,69.0
2011-03-31 11:00:00,1,0,3,11,0,3,3.0,0.28,0.93,0.194,58.0
2011-03-31 12:00:00,1,0,3,12,0,3,3.0,0.28,0.93,0.194,90.0
2011-03-31 13:00:00,1,0,3,13,0,3,3.0,0.3,0.87,0.1343,68.0
2011-03-31 14:00:00,1,0,3,14,0,3,3.0,0.3,0.87,0.1343,76.0
2011-03-31 15:00:00,1,0,3,15,0,3,3.0,0.3,0.87,0.2985,65.0
2011-03-31 16:00:00,1,0,3,16,0,3,2.0,0.3,0.87,0.2537,85.0
2011-03-31 17:00:00,1,0,3,17,0,3,2.0,0.3,0.87,0.2537,168.0
2011-03-31 18:00:00,1,0,3,18,0,3,2.0,0.3,0.87,0.1343,177.0
2011-03-31 19:00:00,1,0,3,19,0,3,2.0,0.3,0.87,0.1343,130.0
2011-03-31 20:00:00,1,0,3,20,0,3,3.0,0.28,0.93,0.2836,85.0
2011-03-31 21:00:00,1,0,3,21,0,3,2.0,0.28,0.93,0.1642,60.0
2011-03-31 22:00:00,1,0,3,22,0,3,3.0,0.28,0.93,0.2537,51.0
2011-03-31 23:00:00,1,0,3,23,0,3,3.0,0.26,1.0,0.1642,27.0
2011-04-01 00:00:00,1,0,4,0,0,4,3.0,0.26,1.0,0.1642,6.0
2011-04-01 01:00:00,1,0,4,1,0,4,3.0,0.26,1.0,0.1642,4.0
2011-04-01 02:00:00,1,0,4,2,0,4,3.0,0.26,0.93,0.194,7.0
2011-04-01 03:00:00,1,0,4,3,0,4,2.0,0.24,0.93,0.2537,4.0
2011-04-01 04:00:00,1,0,4,4,0,4,2.0,0.24,0.93,0.2537,3.0
2011-04-01 05:00:00,1,0,4,5,0,4,3.0,0.24,0.93,0.2239,12.0
2011-04-01 06:00:00,1,0,4,6,0,4,3.0,0.24,0.93,0.2239,28.0
2011-04-01 07:00:00,1,0,4,7,0,4,3.0,0.24,0.93,0.0,95.0
2011-04-01 08:00:00,1,0,4,8,0,4,2.0,0.26,0.87,0.2537,206.0
2011-04-01 09:00:00,1,0,4,9,0,4,1.0,0.32,0.7,0.3582,173.0
2011-04-01 10:00:00,1,0,4,10,0,4,1.0,0.32,0.66,0.2836,75.0
2011-04-01 11:00:00,1,0,4,11,0,4,1.0,0.32,0.61,0.3582,89.0
2011-04-01 12:00:00,1,0,4,12,0,4,1.0,0.34,0.53,0.3582,95.0
2011-04-01 13:00:00,1,0,4,13,0,4,1.0,0.36,0.5,0.3582,110.0
2011-04-01 14:00:00,1,0,4,14,0,4,2.0,0.36,0.46,0.3582,87.0
2011-04-01 15:00:00,1,0,4,15,0,4,1.0,0.34,0.46,0.4179,111.0
2011-04-01 16:00:00,1,0,4,16,0,4,1.0,0.34,0.46,0.4179,167.0
2011-04-01 17:00:00,1,0,4,17,0,4,1.0,0.34,0.46,0.3284,281.0
2011-04-01 18:00:00,1,0,4,18,0,4,1.0,0.34,0.46,0.3284,241.0
2011-04-01 19:00:00,1,0,4,19,0,4,1.0,0.34,0.49,0.3284,136.0
2011-04-01 20:00:00,1,0,4,20,0,4,1.0,0.32,0.53,0.194,77.0
2011-04-01 21:00:00,1,0,4,21,0,4,1.0,0.32,0.53,0.1343,93.0
2011-04-01 22:00:00,1,0,4,22,0,4,1.0,0.3,0.56,0.1642,74.0
2011-04-01 23:00:00,1,0,4,23,0,4,1.0,0.3,0.61,0.0896,53.0
2011-04-02 00:00:00,1,0,4,0,0,5,2.0,0.3,0.61,0.0,32.0
2011-04-02 01:00:00,1,0,4,1,0,5,1.0,0.26,0.65,0.1343,32.0
2011-04-02 02:00:00,1,0,4,2,0,5,1.0,0.24,0.75,0.1343,21.0
2011-04-02 03:00:00,1,0,4,3,0,5,1.0,0.24,0.7,0.1642,9.0
2011-04-02 04:00:00,1,0,4,4,0,5,1.0,0.24,0.7,0.1642,5.0
2011-04-02 05:00:00,1,0,4,5,0,5,2.0,0.24,0.75,0.1642,5.0
2011-04-02 06:00:00,1,0,4,6,0,5,1.0,0.26,0.7,0.1045,12.0
2011-04-02 07:00:00,1,0,4,7,0,5,2.0,0.26,0.7,0.1045,18.0
2011-04-02 08:00:00,1,0,4,8,0,5,1.0,0.3,0.7,0.1045,55.0
2011-04-02 09:00:00,1,0,4,9,0,5,2.0,0.34,0.66,0.1045,87.0
2011-04-02 10:00:00,1,0,4,10,0,5,2.0,0.36,0.57,0.1642,154.0
2011-04-02 11:00:00,1,0,4,11,0,5,2.0,0.4,0.47,0.1642,198.0
2011-04-02 12:00:00,1,0,4,12,0,5,3.0,0.32,0.81,0.1343,184.0
2011-04-02 13:00:00,1,0,4,13,0,5,1.0,0.34,0.81,0.1343,137.0
2011-04-02 14:00:00,1,0,4,14,0,5,3.0,0.32,0.76,0.3284,190.0
2011-04-02 15:00:00,1,0,4,15,0,5,3.0,0.34,0.76,0.3881,136.0
2011-04-02 16:00:00,1,0,4,16,0,5,1.0,0.38,0.62,0.3284,196.0
2011-04-02 17:00:00,1,0,4,17,0,5,1.0,0.38,0.54,0.3582,184.0
2011-04-02 18:00:00,1,0,4,18,0,5,1.0,0.38,0.54,0.194,179.0
2011-04-02 19:00:00,1,0,4,19,0,5,1.0,0.36,0.53,0.3582,148.0
2011-04-02 20:00:00,1,0,4,20,0,5,1.0,0.34,0.53,0.2836,85.0
2011-04-02 21:00:00,1,0,4,21,0,5,1.0,0.32,0.61,0.2537,77.0
2011-04-02 22:00:00,1,0,4,22,0,5,1.0,0.32,0.61,0.2985,55.0
2011-04-02 23:00:00,1,0,4,23,0,5,1.0,0.32,0.61,0.1642,53.0
2011-04-03 00:00:00,1,0,4,0,0,6,1.0,0.3,0.65,0.194,39.0
2011-04-03 01:00:00,1,0,4,1,0,6,1.0,0.3,0.61,0.1045,34.0
2011-04-03 02:00:00,1,0,4,2,0,6,1.0,0.26,0.7,0.1343,24.0
2011-04-03 03:00:00,1,0,4,3,0,6,1.0,0.3,0.61,0.0,11.0
2011-04-03 04:00:00,1,0,4,4,0,6,1.0,0.28,0.7,0.0896,3.0
2011-04-03 05:00:00,1,0,4,5,0,6,1.0,0.28,0.65,0.2239,5.0
2011-04-03 06:00:00,1,0,4,6,0,6,1.0,0.28,0.65,0.194,33.0
2011-04-03 07:00:00,1,0,4,7,0,6,1.0,0.32,0.57,0.2239,33.0
2011-04-03 08:00:00,1,0,4,8,0,6,1.0,0.34,0.57,0.1642,62.0
2011-04-03 09:00:00,1,0,4,9,0,6,1.0,0.36,0.5,0.4925,142.0
2011-04-03 10:00:00,1,0,4,10,0,6,1.0,0.4,0.43,0.4179,215.0
2011-04-03 11:00:00,1,0,4,11,0,6,1.0,0.42,0.41,0.2537,243.0
2011-04-03 12:00:00,1,0,4,12,0,6,1.0,0.44,0.38,0.2836,313.0
2011-04-03 13:00:00,1,0,4,13,0,6,1.0,0.44,0.33,0.2985,367.0
2011-04-03 14:00:00,1,0,4,14,0,6,1.0,0.46,0.31,0.1343,349.0
2011-04-03 15:00:00,1,0,4,15,0,6,2.0,0.46,0.33,0.0,292.0
2011-04-03 16:00:00,1,0,4,16,0,6,2.0,0.46,0.31,0.194,303.0
2011-04-03 17:00:00,1,0,4,17,0,6,2.0,0.46,0.28,0.1343,274.0
2011-04-03 18:00:00,1,0,4,18,0,6,2.0,0.46,0.31,0.0,172.0
2011-04-03 19:00:00,1,0,4,19,0,6,2.0,0.42,0.44,0.194,144.0
2011-04-03 20:00:00,1,0,4,20,0,6,3.0,0.42,0.41,0.2239,79.0
2011-04-03 21:00:00,1,0,4,21,0,6,2.0,0.42,0.44,0.2239,45.0
2011-04-03 22:00:00,1,0,4,22,0,6,1.0,0.4,0.43,0.1045,36.0
2011-04-03 23:00:00,1,0,4,23,0,6,1.0,0.4,0.5,0.0896,31.0
2011-04-04 00:00:00,1,0,4,0,0,0,1.0,0.4,0.5,0.2239,6.0
2011-04-04 01:00:00,1,0,4,1,0,0,1.0,0.4,0.56,0.3582,11.0
2011-04-04 02:00:00,1,0,4,2,0,0,1.0,0.38,0.66,0.2537,2.0
2011-04-04 03:00:00,1,0,4,3,0,0,1.0,0.38,0.66,0.2836,1.0
2011-04-04 04:00:00,1,0,4,4,0,0,1.0,0.38,0.71,0.2985,2.0
2011-04-04 05:00:00,1,0,4,5,0,0,1.0,0.4,0.62,0.2537,7.0
2011-04-04 06:00:00,1,0,4,6,0,0,1.0,0.42,0.58,0.2836,46.0
2011-04-04 07:00:00,1,0,4,7,0,0,2.0,0.44,0.54,0.2537,157.0
2011-04-04 08:00:00,1,0,4,8,0,0,2.0,0.46,0.55,0.2985,339.0
2011-04-04 09:00:00,1,0,4,9,0,0,2.0,0.5,0.51,0.3881,158.0
2011-04-04 10:00:00,1,0,4,10,0,0,2.0,0.54,0.45,0.3582,90.0
2011-04-04 11:00:00,1,0,4,11,0,0,1.0,0.6,0.4,0.3881,124.0
2011-04-04 12:00:00,1,0,4,12,0,0,1.0,0.64,0.36,0.4627,157.0
2011-04-04 13:00:00,1,0,4,13,0,0,1.0,0.68,0.34,0.3284,139.0
2011-04-04 14:00:00,1,0,4,14,0,0,2.0,0.74,0.27,0.4925,123.0
2011-04-04 15:00:00,1,0,4,15,0,0,1.0,0.76,0.23,0.5522,143.0
2011-04-04 16:00:00,1,0,4,16,0,0,1.0,0.76,0.22,0.5224,189.0
2011-04-04 17:00:00,1,0,4,17,0,0,1.0,0.74,0.23,0.6119,366.0
2011-04-04 18:00:00,1,0,4,18,0,0,2.0,0.72,0.23,0.4925,386.0
2011-04-04 19:00:00,1,0,4,19,0,0,1.0,0.7,0.24,0.4627,278.0
2011-04-04 20:00:00,1,0,4,20,0,0,2.0,0.7,0.24,0.5522,173.0
2011-04-04 21:00:00,1,0,4,21,0,0,2.0,0.7,0.3,0.4478,95.0
2011-04-04 22:00:00,1,0,4,22,0,0,2.0,0.68,0.36,0.4627,75.0
2011-04-04 23:00:00,1,0,4,23,0,0,2.0,0.64,0.47,0.2239,48.0
2011-04-05 00:00:00,1,0,4,0,0,1,1.0,0.62,0.5,0.1045,22.0
2011-04-05 01:00:00,1,0,4,1,0,1,3.0,0.62,0.57,0.4179,15.0
2011-04-05 02:00:00,1,0,4,2,0,1,2.0,0.54,0.73,0.3284,5.0
2011-04-05 03:00:00,1,0,4,3,0,1,2.0,0.54,0.73,0.3284,4.0
2011-04-05 04:00:00,1,0,4,4,0,1,3.0,0.5,0.88,0.4925,2.0
2011-04-05 05:00:00,1,0,4,5,0,1,3.0,0.46,0.94,0.2985,5.0
2011-04-05 06:00:00,1,0,4,6,0,1,2.0,0.48,0.88,0.3284,38.0
2011-04-05 07:00:00,1,0,4,7,0,1,2.0,0.48,0.88,0.3284,134.0
2011-04-05 08:00:00,1,0,4,8,0,1,3.0,0.38,0.87,0.5821,157.0
2011-04-05 09:00:00,1,0,4,9,0,1,3.0,0.36,0.87,0.4925,46.0
2011-04-05 10:00:00,1,0,4,10,0,1,3.0,0.34,0.81,0.3881,28.0
2011-04-05 11:00:00,1,0,4,11,0,1,3.0,0.32,0.81,0.4478,19.0
2011-04-05 12:00:00,1,0,4,12,0,1,2.0,0.34,0.71,0.3881,38.0
2011-04-05 13:00:00,1,0,4,13,0,1,2.0,0.36,0.63,0.4179,56.0
2011-04-05 14:00:00,1,0,4,14,0,1,2.0,0.36,0.57,0.4925,76.0
2011-04-05 15:00:00,1,0,4,15,0,1,1.0,0.4,0.46,0.4627,68.0
2011-04-05 16:00:00,1,0,4,16,0,1,1.0,0.38,0.46,0.4179,130.0
2011-04-05 17:00:00,1,0,4,17,0,1,1.0,0.42,0.38,0.4179,273.0
2011-04-05 18:00:00,1,0,4,18,0,1,1.0,0.38,0.4,0.4925,267.0
2011-04-05 19:00:00,1,0,4,19,0,1,1.0,0.36,0.43,0.2985,160.0
2011-04-05 20:00:00,1,0,4,20,0,1,1.0,0.34,0.46,0.2836,91.0
2011-04-05 21:00:00,1,0,4,21,0,1,1.0,0.34,0.46,0.5224,89.0
2011-04-05 22:00:00,1,0,4,22,0,1,1.0,0.32,0.49,0.2985,46.0
2011-04-05 23:00:00,1,0,4,23,0,1,1.0,0.3,0.49,0.2836,26.0
2011-04-06 00:00:00,1,0,4,0,0,2,1.0,0.3,0.49,0.1045,15.0
2011-04-06 01:00:00,1,0,4,1,0,2,1.0,0.26,0.6,0.1343,2.0
2011-04-06 02:00:00,1,0,4,2,0,2,1.0,0.24,0.7,0.1343,5.0
2011-04-06 03:00:00,1,0,4,3,0,2,1.0,0.26,0.6,0.1343,4.0
2011-04-06 04:00:00,1,0,4,4,0,2,1.0,0.24,0.65,0.1343,1.0
2011-04-06 05:00:00,1,0,4,5,0,2,1.0,0.24,0.7,0.1045,13.0
2011-04-06 06:00:00,1,0,4,6,0,2,1.0,0.24,0.7,0.1045,56.0
2011-04-06 07:00:00,1,0,4,7,0,2,1.0,0.26,0.65,0.1045,133.0
2011-04-06 08:00:00,1,0,4,8,0,2,1.0,0.32,0.61,0.2239,325.0
2011-04-06 09:00:00,1,0,4,9,0,2,1.0,0.36,0.46,0.2537,165.0
2011-04-06 10:00:00,1,0,4,10,0,2,1.0,0.4,0.37,0.3881,69.0
2011-04-06 11:00:00,1,0,4,11,0,2,1.0,0.42,0.38,0.3881,93.0
2011-04-06 12:00:00,1,0,4,12,0,2,1.0,0.44,0.41,0.2537,134.0
2011-04-06 13:00:00,1,0,4,13,0,2,1.0,0.46,0.38,0.4925,112.0
2011-04-06 14:00:00,1,0,4,14,0,2,1.0,0.5,0.34,0.4179,115.0
2011-04-06 15:00:00,1,0,4,15,0,2,1.0,0.52,0.32,0.3284,117.0
2011-04-06 16:00:00,1,0,4,16,0,2,1.0,0.54,0.28,0.4179,169.0
2011-04-06 17:00:00,1,0,4,17,0,2,1.0,0.52,0.32,0.4478,356.0
2011-04-06 18:00:00,1,0,4,18,0,2,1.0,0.52,0.29,0.3582,325.0
2011-04-06 19:00:00,1,0,4,19,0,2,1.0,0.5,0.31,0.2985,232.0
2011-04-06 20:00:00,1,0,4,20,0,2,1.0,0.46,0.51,0.2239,141.0
2011-04-06 21:00:00,1,0,4,21,0,2,1.0,0.46,0.41,0.2836,102.0
2011-04-06 22:00:00,1,0,4,22,0,2,1.0,0.46,0.41,0.2836,84.0
2011-04-06 23:00:00,1,0,4,23,0,2,1.0,0.46,0.41,0.2985,40.0
2011-04-07 00:00:00,1,0,4,0,0,3,1.0,0.46,0.41,0.2836,20.0
2011-04-07 01:00:00,1,0,4,1,0,3,1.0,0.42,0.47,0.1343,13.0
2011-04-07 02:00:00,1,0,4,2,0,3,1.0,0.42,0.54,0.0,7.0
2011-04-07 03:00:00,1,0,4,3,0,3,1.0,0.36,0.66,0.194,3.0
2011-04-07 04:00:00,1,0,4,4,0,3,1.0,0.34,0.76,0.194,1.0
2011-04-07 05:00:00,1,0,4,5,0,3,1.0,0.34,0.76,0.2239,6.0
2011-04-07 06:00:00,1,0,4,6,0,3,1.0,0.32,0.81,0.2537,64.0
2011-04-07 07:00:00,1,0,4,7,0,3,2.0,0.34,0.76,0.1642,160.0
2011-04-07 08:00:00,1,0,4,8,0,3,1.0,0.36,0.76,0.194,314.0
2011-04-07 09:00:00,1,0,4,9,0,3,2.0,0.4,0.66,0.1343,170.0
2011-04-07 10:00:00,1,0,4,10,0,3,2.0,0.42,0.67,0.1045,95.0
2011-04-07 11:00:00,1,0,4,11,0,3,2.0,0.46,0.55,0.0,122.0
2011-04-07 12:00:00,1,0,4,12,0,3,2.0,0.46,0.55,0.0,153.0
2011-04-07 13:00:00,1,0,4,13,0,3,2.0,0.52,0.48,0.0896,135.0
2011-04-07 14:00:00,1,0,4,14,0,3,1.0,0.56,0.43,0.0896,157.0
2011-04-07 15:00:00,1,0,4,15,0,3,1.0,0.6,0.38,0.1045,160.0
2011-04-07 16:00:00,1,0,4,16,0,3,1.0,0.6,0.35,0.0,213.0
2011-04-07 17:00:00,1,0,4,17,0,3,1.0,0.52,0.52,0.2836,343.0
2011-04-07 18:00:00,1,0,4,18,0,3,1.0,0.48,0.55,0.2537,333.0
2011-04-07 19:00:00,1,0,4,19,0,3,1.0,0.46,0.59,0.2985,226.0
2011-04-07 20:00:00,1,0,4,20,0,3,1.0,0.44,0.62,0.1642,203.0
2011-04-07 21:00:00,1,0,4,21,0,3,2.0,0.44,0.67,0.2836,108.0
2011-04-07 22:00:00,1,0,4,22,0,3,2.0,0.4,0.76,0.194,81.0
2011-04-07 23:00:00,1,0,4,23,0,3,1.0,0.38,0.76,0.2537,54.0
2011-04-08 00:00:00,1,0,4,0,0,4,2.0,0.36,0.76,0.2239,25.0
2011-04-08 01:00:00,1,0,4,1,0,4,2.0,0.34,0.76,0.1343,9.0
2011-04-08 02:00:00,1,0,4,2,0,4,3.0,0.34,0.76,0.1642,13.0
2011-04-08 03:00:00,1,0,4,3,0,4,3.0,0.34,0.76,0.1642,1.0
2011-04-08 04:00:00,1,0,4,4,0,4,2.0,0.34,0.86,0.1343,1.0
2011-04-08 05:00:00,1,0,4,5,0,4,2.0,0.32,0.87,0.194,9.0
2011-04-08 06:00:00,1,0,4,6,0,4,2.0,0.34,0.87,0.0,35.0
2011-04-08 07:00:00,1,0,4,7,0,4,3.0,0.34,0.87,0.1642,113.0
2011-04-08 08:00:00,1,0,4,8,0,4,3.0,0.34,0.87,0.1642,221.0
2011-04-08 09:00:00,1,0,4,9,0,4,2.0,0.36,0.76,0.194,185.0
2011-04-08 10:00:00,1,0,4,10,0,4,2.0,0.36,0.71,0.2836,73.0
2011-04-08 11:00:00,1,0,4,11,0,4,2.0,0.4,0.62,0.3881,98.0
